"Search Parameters"	"Year"	"Mo"	"Dy"	"Hr"	"Mn"	"Sec"	"Tsunami Event Validity"	"Tsunami Cause Code"	"Tsu Src"	"Earthquake Magnitude"	"Vol"	"More Info"	"Doubtful Runup"	"Country"	"Area"	"Location Name"	"Latitude"	"Longitude"	"Distance From Source (km)"	"Initial Wave Arrival Dy"	"Initial Wave Arrival Hr"	"Initial Wave Arrival Min"	"Travel Hours"	"Travel Minutes"	"Max Wave Arrival Day"	"Max Wave Arrival Hr"	"Max Wave Arrival Min"	"Max Water Height (m)"	"Max Inundation Distance (m)"	"Measurement Type"	"Period"	"First Motion"	"Deaths"	"Death Description"	"Missing"	"Missing Description"	"Injuries"	"Injuries Description"	"Damage $Mil"	"Damage Description"	"Houses Destroyed"	"Houses Destroyed Description"	"Houses Damaged"	"Houses Damaged Description"
"[""2015 <= Year >= 2024""]"																																												
	2015	2	16	23	6	28.3	4	1	5580	6.7			"n"	"JAPAN"	"IWATE"	"KUJIKO"	40.2	141.817	98.5260966136609						17	0	7	0.27		2														
	2015	2	16	23	6	28.3	4	1	5580	6.7			"n"	"JAPAN"	"IWATE"	"MIYAKO"	39.65	141.983	80.28570682128249						16	23	48	0.11		2														
	2015	2	16	23	6	28.3	4	1	5580	6.7			"n"	"JAPAN"	"AOMORI"	"MUTSUOGAWARA"	40.933	141.4	173.52358288305786						17	0	47	0.1		2														
	2015	2	19	13	18	32.8	4	1	5582	6.4			"n"	"VANUATU"		"NW PAAMA"	-16.433	168.235	9.29435577272855									8	150	5										1				
	2015	2	19	13	18	32.8	4	1	5582	6.4			"n"	"VANUATU"		"VELVEL, PAAMA"	-16.434	168.231	8.870706578697204											5														
	2015	2	19	13	18	32.8	4	1	5582	6.4			"n"	"VANUATU"		"MARIAT, PAAMA"	-16.435	168.231	8.875514497422502											5														
	2015	2	19	13	18	32.8	4	1	5582	6.4			"n"	"VANUATU"		"LIRO, PAAMA"	-16.451	168.2255	8.567539609900681											5														
	2015	2	19	13	18	32.8	4	1	5582	6.4			"n"	"VANUATU"		"NAMETSISI, PAAMA"	-16.431	168.235	9.291767710598966											5														
	2015	2	19	13	18	32.8	4	1	5582	6.4			"n"	"VANUATU"		"AVARAKIOM, PAAMA"	-16.43	168.236	9.399245150309964											5														
	2015	3	29	23	48	31	4	1	5581	7.5			"n"	"SOLOMON ISLANDS"		"TAREKUKURE, TARO ISLAND"	-6.6928	156.4086	478.2215810581751	30	1	59	1	11				0.03		2														
	2015	3	29	23	48	31	4	1	5581	7.5			"n"	"PAPUA NEW GUINEA"	"EAST NEW BRITAIN"	"RABAUL, NEW BRITAIN"	-4.22	152.18	70.46584510396968									0.5		1														
	2015	5	2	16	50	43	3	1	5584	5.7	7537		"n"	"JAPAN"	"TOKYO"	"KAMINATO, HACHIJO ISLAND"	33.133	139.8	182.07193811597682						2	19	15	0.06		2														
	2015	5	2	16	50	43	3	1	5584	5.7	7537		"n"	"JAPAN"	"IZU-OSHIMA, TOKYO"	"KOZUSHIMA"	34.217	139.133	314.7672149662076	2	17	49			2	18	25	0.21		2														
	2015	5	2	16	50	43	3	1	5584	5.7	7537		"n"	"JAPAN"	"TOKYO"	"YAENE, HACHIJO ISLAND"	33.1	139.767	179.20237881562105	2	17	26			2	17	35	0.6		2														
	2015	5	2	16	50	43	3	1	5584	5.7	7537		"n"	"JAPAN"	"CHIBA"	"MERA"	34.9189	139.825	377.7035010456542	2	17	47			2	18	28	0.1		2														
	2015	5	2	16	50	43	3	1	5584	5.7	7537		"n"	"JAPAN"	"TOKYO"	"AKO"	34.066667	139.483333	289.6065161416873	2	17	44			2	17	48	0.15		2														
	2015	5	2	16	50	43	3	1	5584	5.7	7537		"n"	"JAPAN"	"SHIZUOKA"	"IROZAKI"	34.617	138.85	365.34869011687056	2	18	11			2	19	45	0.08		2														
	2015	5	2	16	50	43	3	1	5584	5.7	7537		"n"	"JAPAN"	"SHIZUOKA"	"ITO"	34.9	139.133	387.18349429362274	2	18	9			2	19	21	0.03		2														
	2015	5	2	16	50	43	3	1	5584	5.7	7537		"n"	"JAPAN"	"SHIZUOKA"	"SHIMODA"	34.667	138.95	367.44146376982667	2	18	11			2	18	46	0.04		2														
	2015	5	2	16	50	43	3	1	5584	5.7	7537		"n"	"JAPAN"	"WAKAYAMA"	"GOBO"	33.85	135.167	538.5812122823023	2	18	9			2	18	23	0.04		2														
	2015	5	2	16	50	43	3	1	5584	5.7	7537		"n"	"JAPAN"	"KOCHI"	"MUROTOMISAKI"	33.267	134.167	600.471292472161	2	17	43			2	18	13	0.08		2														
	2015	5	2	16	50	43	3	1	5584	5.7	7537		"n"	"JAPAN"	"KOCHI"	"TOSASHIMODA"	33.51	133.44	673.0517852566521	2	18	26			2	18	47	0.09		2														
	2015	5	2	16	50	43	3	1	5584	5.7	7537		"n"	"JAPAN"	"OKINAWA"	"NANJO SHI AZAMA"	26.145	127.767	1352.0215974689447	2	18	55			2	19	0	0.14		2														
	2015	5	2	16	50	43	3	1	5584	5.7	7537		"n"	"JAPAN"	"OKINAWA"	"MINAMI DAITO GYOKO"	25.833	131.233	1080.405109844326	2	18	36			2	18	44	0.03		2														
	2015	5	2	16	50	43	3	1	5584	5.7	7537		"n"	"JAPAN"	"TOKYO"	"OKADA"	34.783	139.383	369.10029662768306						2	19	10	0.13		2														
	2015	5	2	16	50	43	3	1	5584	5.7	7537		"n"	"JAPAN"	"TOKYO"	"TSUBOTA"	34.05	139.55	286.3935212017513						2	17	53	0.19		2														
	2015	5	2	16	50	43	3	1	5584	5.7	7537		"n"	"JAPAN"	"KAGOSHIMA"	"KOMINATO, AMAMI ISLAND"	28.315	129.538	1090.022768317146						2	19	19	0.07		2														
	2015	5	5	1	44	6.4	3	1	5583	7.5			"n"	"PAPUA NEW GUINEA"	"EAST NEW BRITAIN"	"RABAUL, NEW BRITAIN"	-4.22	152.18	141.4485840158623									1		1														
	2015	6	24				4	8	5700				"n"	"CHINA"		"WUSHAN"	31.086	109.885	1.4482576861743053									6.2		5														
	2015	7	1				3	9	5603				"m"	"SCOTLAND"		"ABERDEEN"	57.144	-2.0803										0.18		2														
	2015	7	1				3	9	5603				"m"	"SCOTLAND"		"STONEHAVEN"	56.964	-2.211												1							1	1		1				
	2015	7	1				3	9	5603				"m"	"SCOTLAND"		"GOURDON"	56.816667	-2.283333												1														
	2015	7	10	4	12	42.5	4	1	5589	6.7			"n"	"SOLOMON ISLANDS"		"HONIARA, GUADALCANAL"	-9.429	159.955	171.01181906321173	10	4	45		32				0.01		2	5													
	2015	7	18	2	27	33.8	4	1	5588	7			"n"	"NEW CALEDONIA"		"LIFOU ISLAND"	-20.919	167.279	1186.1801246948069									0.06		2														
	2015	7	18	2	27	33.8	4	1	5588	7			"n"	"SOLOMON ISLANDS"		"LATA WHARF, NENDO IS, SANTA CRUZ IS"	-10.7208	165.8019	80.51911450077783									0.09		2														
	2015	7	18	2	27	33.8	4	1	5588	7			"n"	"SOLOMON ISLANDS"		"D52406 BPR, HONIARA"	-5.2931	165.0019	565.1198028964205									0.01		3														
	2015	7	18	2	27	33.8	4	1	5588	7			"n"	"PAPUA NEW GUINEA"		"D55023 BPR, ETD CORAL SEA"	-14.7147	153.5372	1347.8881597798486											3														
	2015	7	18	2	27	33.8	4	1	5588	7			"n"	"SOLOMON ISLANDS"		"HONIARA, GUADALCANAL"	-9.429	159.955	578.7962693895053											2														
	2015	7	27	4	49	46.4	4	1	5591	6.9			"n"	"USA"	"AK"	"NIKOLSKI, AK"	52.9406	-168.871	73.89979218219743	27	5	38		48	27	8	28	0.08		2														
	2015	7	27	4	49	46.4	4	1	5591	6.9			"n"	"USA"	"AK"	"ATKA ISLAND, AK"	52.2316	-174.172	322.7130730968877	27	6	5	1	15	27	6	33	0.04		2														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"VANUATU"		"PORT VILA, EFATE ISLAND"	-17.7553	168.3077	11610.025954528286						17	18	47	0.21		2	22													
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"VALPARAISO"	"VALPARAISO"	-33.02767128	-71.62787275	161.37004492021975	16	23	16	0	21	17	0	42	1.81		2	40													
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"ANTOFAGASTA"	"TOCOPILLA"	-22.0938	-70.2117	1060.2880768726664						17	4	46	0.12		2	38													
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"ANTOFAGASTA"	"TALTAL"	-25.4081	-70.4917	692.9633271237655	17	0	2	1	7	17	2	48	0.3		2	38	"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"BIOBIO"	"TALCAHUANO"	-36.6953	-73.1063	583.3248871717237	17	0	20	1	25	17	2	8	1.32		2	98	"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"ECUADOR"	"GALAPAGOS ISLANDS"	"SANTA CRUZ ISLAND"	-0.7533	-90.3117	3935.1988307417773	17	4	41	5	46	17	6	49	0.56		2	12	"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"USA"	"CA"	"SANTA MONICA, CA"	34.008	-118.5	8763.586172291667						17	16	38	0.21		2	32													
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"USA"	"AK"	"SAND POINT, AK"	55.337	-160.502	12756.967599790092	17	17	31	18	36	17	22	36	0.19		2	20	"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"VALPARAISO"	"SAN FELIX"	-26.283	-80.117	1010.0948358936422	17	0	13	1	18	17	0	16	0.28		2	8	"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"VALPARAISO"	"SAN ANTONIO"	-33.581625	-71.618188	222.81213165667774						17	0	27	1.02		2	18	"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"MEXICO"	"OAXACA"	"SALINA CRUZ"	16.1684	-95.1968	5850.166902053371	17	7	43	8	48	18	0	51	0.26		2	25													
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"BIOBIO"	"QUIRIQUINA ISLAND"	-36.6425	-73.0635	576.7397420757875	17	0	17	1	22	17	3	27	0.74		2	88	"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"COSTA RICA"		"QUEPOS"	9.4246	-84.1711	4728.2644987897565	17	6	15	7	20	17	7	22	0.15		2	22	"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"MEXICO"	"OAXACA"	"PUERTO ANGEL"	15.667	-96.483	5860.903370106854	17	8	18	9	23	17	10	47	0.38		2	5													
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"USA"	"CA"	"PORT SAN LUIS, CA"	35.17666	-120.755	8996.022493841394	17	12	25	13	30	18	0	53	0.29		2	16	"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"USA"	"OR"	"PORT ORFORD, OR"	42.737	-124.497	9837.545919020606	17	13	37	14	42	17	21	32	0.13		2	18	"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"AUSTRALIA"		"PORT KEMBLA"	-34.4738	150.9119	11447.622750548378						17	20	25	0.08		2	14													
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"FRENCH POLYNESIA"	"SOCIETY ISLANDS"	"PAPEETE, TAHITI"	-17.5331	-149.5726	7889.739730171366	17	10	18	11	23	17	11	20	0.15		2	16	"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"USA TERRITORY"	"AS"	"PAGO PAGO, AMERICAN SAMOA"	-14.2766	-170.689	10023.056886024975	17	12	30	13	35	17	14	27	0.68		2	20	"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"NEW ZEALAND"		"OWENGA, CHATHAM ISLAND"	-44.0248	-176.369	8688.734796664214						17	12	47	0.42		2	14	"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"NEW CALEDONIA"		"OUINNE"	-21.9829	166.6833	11429.332856998302	17	14	49	15	54	17	22	9	0.24		2	10													
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"JAPAN"	"IWATE"	"OFUNATO"	39.017	141.75	16893.093022038858	17	21	19	22	24	18	0	4	0.2		2	18													
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"TONGA"		"NUKUALOFA (NUKU'ALOFA)"	-21.138	-175.181	10003.583360319657						17	15	42	0.09		2	18													
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"FRENCH POLYNESIA"	"MARQUESAS ISLANDS"	"NUKU HIVA ISLAND, MARQUESAS ISLANDS"	-8.9148	-140.0958	7456.879860021526	17	9	43	10	48	17	11	33	1.37		2	14	"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"NEW ZEALAND"		"NORTH CAPE"	-34.4148	173.0487	10054.545795646429	17	13	15	14	20	17	17	6	0.18		2	18	"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"USA"	"AK"	"NIKOLSKI, AK"	52.9406	-168.871	13198.505512195805	17	17	26	18	31	17	21	57	0.23		2	16	"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"USA"	"HI"	"NAWILIWILI, KAUAI, HI"	21.9544	-159.3561	11051.045156348508	17	14	5	15	10	17	17	12	0.14		2	8	"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"USA"	"CA"	"MONTEREY, CA"	36.605	-121.888	9182.676052663617	17	12	32	13	37	17	20	22	0.11		2	42	"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"USA TERRITORY"	"HI"	"MIDWAY ISLANDS"	28.215	-177.361	12982.441767926688	17	16	34	17	39	17	17	44	0.15		2	16	"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"PERU"	"AREQUIPA"	"MATARANI"	-17.0009	-72.1088	1614.6968577769421	17	0	51	1	56	17	6	15	0.2		2	20	"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"USA"	"HI"	"MAKAPUU POINT, OAHU, HI"	21.3199	-157.6688	10864.882852039933						17	14	17	0.01		2	14													
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"VANUATU"		"LUGANVILLE"	-15.5156	167.1886	11861.770923589469						17	22	37	0.19		2	26													
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"NEW ZEALAND"		"LOTTIN POINT"	-37.5503	178.159	9477.376419872424	17	12	12	13	17	17	14	2	0.13		2	16	"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"SOLOMON ISLANDS"		"LATA WHARF, NENDO IS, SANTA CRUZ IS"	-10.7208	165.8019	12319.104745802048	17	17	15	18	20	17	20	15	0.23		2	22													
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"JAPAN"	"HOKKAIDO"	"KUSHIRO"	42.9756	144.3714	16615.166591424357	17	21	41	22	46	18	5	10	0.21		2	24													
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"USA"	"HI"	"KAWAIHAE, HAWAII, HI"	20.0366	-155.829	10627.350943975229	17	13	40	14	45	17	16	23	0.27		2	16	"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"USA"	"HI"	"KALAUPAPA, MOLOKAI, HI"	21.192	-156.986	10796.797663272257						17	14	6	0.08		2	16													
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"USA"	"HI"	"KAHULUI, MAUI, HI"	20.895	-156.477	10734.511279152277	17	13	44	14	49	17	14	26	0.65		2	18	"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"VALPARAISO (JUAN FERNANDEZ)"	"JUAN FERNANDEZ ISLANDS"	-33.636017	-78.829881	709.4039358100092	16	23	47	0	52	17	0	21	0.94		2	8	"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"USA TERRITORY"	"HI"	"JOHNSTON ISLAND"	16.7363	-169.528	11698.592138137827						17	15	26	0.02		2	20													
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"MEXICO"	"OAXACA"	"HUATULCO"	15.77	-96.1	5852.730541734308	17	7	17	8	22	17	10	46	0.27		2	9													
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"ATACAMA"	"HUASCO"	-28.467	-71.22	347.08204320897624	16	23	20	0	25	17	1	1	0.77		2	12	"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"FRENCH POLYNESIA"	"SOCIETY ISLANDS"	"HUAHINE"	-16.7216	-151.032	8069.055181036532	17	10	40	11	45	17	22	17	0.15		2	14													
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"USA"	"HI"	"HONOLULU, OAHU, HI"	21.3067	-157.867	10881.806801699615	17	13	59	14	4	17	17	51	0.11		2	14	"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"SOLOMON ISLANDS"		"HONIARA, GUADALCANAL"	-9.429	159.955	12896.58692780344						17	19	51	0.02		2	36													
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"USA"	"HI"	"HILO, HAWAII, HI"	19.7303	-155.0553	10540.56906085428	17	13	20	14	25	17	14	5	0.91		2	18	"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HANASAKI"	43.2781	145.5678	16513.50936107261	17	21	24	22	29	18	2	8	0.22		2	18													
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"NEW ZEALAND"		"RAOUL ISLAND, FISHING ROCK"	-29.251144	-177.903842	9719.58943052706	17	12	9	13	14	17	16	56	0.29		2	6	"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"VALPARAISO (ISLA DE PASCUA)"	"EASTER ISLAND"	-27.15	-109.45	3682.4589052180486	17	4	24	5	29	17	5	2	0.86		2	4	"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"USA"	"HI"	"D51407 BPR, SE OF HONOLULU, HI"	19.553	-156.546	10663.619412419092						17	13	48	0.02		3	20													
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"USA"	"CA"	"D46411 BPR, NW OF SAN FRANCISCO, CA"	39.333	-127.082	9715.437042494064						17	13	3	0.01		3	16													
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"USA"	"OR"	"D46404 BPR, WEST OF ASTORIA, OR"	45.857	-128.736	10321.797904886234						17	13	54	0.01		3	22													
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"MEXICO"		"D43413 BPR, 360 NM SW ACAPULCO"	10.83583	-100.14056	5589.273588617892	17	6	39	7	44	17	8	18	0.02		3	28													
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"PERU"		"D32412 BPR, SW OF LIMA, PERU"	-17.98	-86.33	2108.336512105667						17	1	46	0.05		3	20													
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"PANAMA"		"D32411 BPR, 710 NM WSW OF PANAMA"	4.995	-90.85	4529.8622772526915						17	5	17	0.03		3	48													
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"ATACAMA"	"D32402 BPR, W OF CALDERA, CHILE"	-26.7433	-73.983	580.491402742304						16	23	34	0.1		3	32													
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"ARICA Y PARINACOTA"	"D32401 BPR, W-SW OF ARICA, CHILE"	-20.473	-73.429	1242.1916647258902						17	0	20	0.06		3	48													
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"USA"	"AK"	"D21415 BPR, 175 NM S OF ATTU, AK"	50.173	171.837	14469.3599270891						17	18	33	0.02		3	14													
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"USA"	"AK"	"D21414 BPR, NORTHWEST PACIFIC OCEAN"	48.942	178.27	13992.578915059676						17	17	56	0.02		3	16													
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"USA"	"CA"	"CRESCENT CITY, CA"	41.7456	-124.184	9739.215375511038	17	13	39	14	44	18	0	38	0.32		2	20	"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"LOS RIOS"	"CORRAL"	-39.8783	-73.4228	934.9352682281717	17	0	48	1	53	17	2	45	0.36		2	34	"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO"	-29.95	-71.3353	182.8328320608664	16	23	5	0	10	17	0	24	4.67		2	20	"F"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"MAULE"	"CONSTITUCION"	-35.3558	-72.4578	425.8358753265955	16	23	48	0	53	17	2	9	0.95		2	60	"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"NEW ZEALAND"		"CHRISTCHURCH"	-43.55	172.6667	9432.560410945502						17	19	0	0.25		2	24													
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"JAPAN"	"BONIN IS, TOKYO"	"CHICHIJIMA ISLAND"	27.0939	142.1947	16714.901112998123	17	21	0	22	5	17	23	57	0.34		2	14													
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"MEXICO"	"CHIAPAS"	"PUERTO CHIAPAS"	14.697	-92.411	5578.726024428969						17	15	34	0.43		2	26													
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"ATACAMA"	"CHANARAL"	-26.3567	-70.6461	586.7574903727126	16	23	46	0	51	17	0	58	1.18		2	30	"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"NEW ZEALAND"		"CASTLE POINT"	-40.8993	176.2317	9385.86180440345	17	12	33	13	38	17	16	4	0.27		2	20	"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"ATACAMA"	"CALDERA"	-27.0644	-70.8247	506.4964886459598	16	23	32	0	37	17	7	38	1.14		2	18	"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"O'HIGGINS"	"BUCALEMU"	-34.6401	-72.0439	341.9080256995106						17	2	46	0.76		2	12													
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"NEW ZEALAND"		"RAOUL ISLAND, BOAT COVE"	-29.28	-177.8944	9717.001590313324	17	11	58	13	3	17	13	42	0.2		2	6													
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"SAMOA"		"APIA, UPOLU ISLAND"	-13.8268	-171.7613	10147.362216878128						17	15	0	0.2		2	20													
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"USA"	"AK"	"ALITAK, AK"	56.85	-154.3	12461.817100038485	17	18	23	19	28	17	22	49	0.05		2														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"LOS LAGOS"	"ANCUD, ISLA DE CHILOE"	-41.867	-73.8278	1158.3345572464762	17	1	16	2	21	17	7	23	0.16		2		"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"ANTOFAGASTA"	"ANTOFAGASTA"	-23.65	-70.404	886.8605000869467	17	0	1	1	6	17	1	0	0.49		2		"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"USA"	"CA"	"ARENA COVE, CA"	38.914	-123.711	9480.618361711857	17	12	50	13	55	17	23	4	0.17		2		"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"ARICA Y PARINACOTA"	"ARICA"	-18.4758	-70.3232	1457.2060069948777	17	0	59	2	4	17	5	44	0.59		2		"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"USA"	"AK"	"ATKA ISLAND, AK"	52.2316	-174.172	13529.766086717442	17	17	28	18	33	17	20	5	0.13		2		"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"LOS LAGOS"	"BAHIA MANSA"	-40.5808	-73.7372	1016.5550010738501	17	0	39	1	44	17	8	35	0.39		2		"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"ECUADOR"	"GALAPAGOS ISLANDS"	"BALTRA ISLAND"	-0.433	-90.283	3964.9748829634364	17	4	48	5	53	17	8	51	0.18		2		"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CANADA"	"BC"	"CAPE SCOTT, VANCOUVER ISLAND, BC"	50.78	-128.43	10686.474145568773	17	15	15	16	20	18	1	35	0.07		2		"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"USA"	"AK"	"CHIGNIK, AK"	56.306	-158.377	12670.064241830318	17	17	57	19	2	17	22	6	0.19		2		"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"BIOBIO"	"CORONEL"	-37.029	-73.1518	620.2981765398744	17	0	8	1	13	17	6	22	0.65		2		"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"USA"	"HI"	"MOKUOLOE-COCONUT IS, OAHU"	21.433	-157.79	10882.08853814738	17	14	0	15	5	17	19	42	0.04		2		"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"USA"	"CA"	"NORTH SPIT, HUMBOLDT BAY, CA"	40.767	-124.217	9661.28872402365	17	13	28	14	33	18	2	25	0.11		2		"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"USA"	"AK"	"KING COVE, AK"	55.062	-162.31	12855.443374030958	17	17	43	18	48	17	20	20	0.26		2														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"USA"	"AK"	"KODIAK, AK"	57.730313	-152.513871	12404.331230481203						17	20	24	0.22		2														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"USA"	"CA"	"LA JOLLA, CA"	32.867	-117.257	8592.488074443814	17	11	47	12	52	18	2	5	0.11		2		"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"PERU"	"CALLAO"	"CALLAO LA PUNTA"	-12.069	-77.1668	2232.161237022077	17	2	3	3	8	17	7	22	0.52		2		"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CANADA"	"BC"	"LANGARA ISLAND, BRITISH COLUMBIA"	54.25	-133.033333	11177.138812963223						17	23	13	0.07		2														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"BIOBIO"	"LEBU"	-37.594092	-73.664119	692.3923279114832	16	23	56	1	1	17	1	36	0.38		2		"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"USA"	"CA"	"LOS ANGELES, CA"	33.719	-118.272	8725.42195021655	17	12	8	13	13	17	15	44	0.16		2		"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"ANTOFAGASTA"	"PAPOSO"	-25.008982	-70.468728	736.982264358231	16	23	44	0	49	17	2	6	0.37		2		"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"TARAPACA"	"PATACHE"	-20.8003	-70.1942	1202.6231900832854	17	0	23	1	28	17	2	28	0.3		2		"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"TARAPACA"	"PISAGUA"	-19.5969	-70.2138	1334.7991862639797	16	23	56	1	1	17	0	58	0.2		2		"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"USA"	"CA"	"POINT REYES, CA"	37.997	-122.975	9362.094868806706	17	13	0	14	5	18	0	35	0.21		2		"R"												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"USA"	"AK"	"PORT ALEXANDER, AK"	56.246611	-134.647694	11397.81372256443						17	18	18	0.09		2														
