,date,location,latitude,longitude,depth_km,earthquake_magnitude,tsunami_event_id,runup_count,max_water_height_m,min_source_dist_km,max_source_dist_km,unique_countries_count,countries
126,2004-12-23 14:59:04.400,AUSTRALIA:  MACQUARIE ISLAND,-49.312,161.345,10.0,8.1,3014,5,0.12,604.4564015896192,3556.1447642105054,3,"NEW ZEALAND, AUSTRALIA, VANUATU"
127,2003-12-27 16:00:59.000,NEW CALEDONIA:  LOYALTY ISLANDS,-22.015,169.766,10.0,7.3,3015,1,0.08,495.6599773189812,495.6599773189812,1,VANUATU
128,2006-11-15 11:14:13.500,RUSSIA:  KURIL ISLANDS,46.592,153.266,10.0,8.3,3016,243,21.9,97.09452058840952,16277.070284316987,23,"USA, JAPAN, USA TERRITORY, MARSHALL ISLANDS, REP. OF, PAPUA NEW GUINEA, TUVALU, SOLOMON ISLANDS, KIRIBATI, SAMOA, NIUE, COOK ISLANDS, FRENCH POLYNESIA, ECUADOR, TONGA, VANUATU, PERU, CHILE, NAURU, FIJI, NEW ZEALAND, RUSSIA, CANADA, MEXICO"
129,2006-10-15 17:07:49.200,HAWAIIAN ISLANDS,19.878,-155.935,39.0,6.7,3017,1,0.1,20.769728775660475,20.769728775660475,1,USA
130,2007-01-13 04:23:21.100,RUSSIA:  KURIL ISLANDS,46.243,154.524,10.0,8.1,3019,47,0.41,661.6584263035784,15967.680640665812,11,"JAPAN, USA, USA TERRITORY, CHILE, COOK ISLANDS, MARSHALL ISLANDS, REP. OF, PERU, RUSSIA, COSTA RICA, CANADA, VANUATU"
131,1997-09-30 06:27:24.700,JAPAN:  HONSHU:  S,31.959,141.878,10.0,6.2,3034,1,0.03,540.1434643618094,540.1434643618094,1,JAPAN
132,2007-03-25 00:41:57.800,JAPAN:  HONSHU:  W COAST,37.336,136.588,8.0,6.7,3035,3,0.11,52.974418472023466,85.31815257589477,1,JAPAN
133,2007-04-01 20:39:56.300,SOLOMON ISLANDS,-8.466,157.043,24.0,8.1,3037,205,12.1,21.452169937122072,10125.32959228966,11,"SOLOMON ISLANDS, VANUATU, PAPUA NEW GUINEA, AUSTRALIA, FIJI, MARSHALL ISLANDS, REP. OF, USA TERRITORY, TONGA, NEW ZEALAND, USA, NEW CALEDONIA"
134,2007-03-25 00:40:01.600,VANUATU ISLANDS,-20.617,169.357,34.0,7.1,3038,2,0.08,335.442634796347,1597.1133124020555,2,"VANUATU, SOLOMON ISLANDS"
135,2007-04-21 17:53:46.300,CHILE:  SOUTHERN,-45.243,-72.648,37.0,6.2,3044,4,50.0,14.752262534252564,39.80625372700355,1,CHILE
136,2007-08-02 02:37:42.300,RUSSIA:  TATAR STRAIT,47.116,141.798,5.0,6.2,3155,18,3.2,19.804473283198263,437.6181861628464,2,"JAPAN, RUSSIA"
137,2007-08-02 03:21:42.800,ALASKA:  ALEUTIAN ISLANDS,51.307,-179.971,21.0,6.7,3156,1,0.03,51.26901153610255,51.26901153610255,1,USA
138,2007-08-15 23:40:57.800,"PERU:  ICA, PISCO, LIMA",-13.386,-76.603,39.0,8.0,3168,123,10.05,35.453110824763414,17529.886126020603,14,"CHILE, FRENCH POLYNESIA, ECUADOR, USA, MEXICO, USA TERRITORY, NEW ZEALAND, PERU, SAMOA, TONGA, VANUATU, MARSHALL ISLANDS, REP. OF, JAPAN, PHILIPPINES"
139,2007-09-12 11:10:26.800,INDONESIA:  SUMATRA,-4.438,101.367,34.0,8.4,3228,55,5.0,117.0291042537266,6721.2800951480995,12,"INDONESIA, AUSTRALIA, THAILAND, UK TERRITORY, KENYA, MALDIVES, MAURITIUS, OMAN, SEYCHELLES, SRI LANKA, INDIA, REUNION (FRENCH TERRITORY)"
140,2007-09-30 05:23:34.000,NEW ZEALAND:  AUCKLAND ISLANDS,-49.418,163.954,10.0,7.4,3248,7,0.35,374.99782367415423,1974.7735668616513,2,"AUSTRALIA, NEW ZEALAND"
141,2007-11-14 15:40:50.500,"CHILE:  TOCOPILLA, MARIA ELENA",-22.247,-69.89,40.0,7.7,3293,7,0.13,164.0717955507193,12296.354532096124,3,"CHILE, PERU, VANUATU"
142,2008-02-25 08:36:33.000,INDONESIA:  SUMATRA:  PADANG,-2.486,99.972,25.0,6.5,3382,1,0.12,170.1212390419255,170.1212390419255,1,INDONESIA
143,2008-04-09 12:46:12.700,NEW CALEDONIA:  LOYALTY ISLANDS,-20.071,168.892,33.0,7.3,3505,1,0.15,263.6133201771578,263.6133201771578,1,VANUATU
144,1986-11-14 21:20:10.500,"TAIWAN:  TAIPEI, HUALIEN",23.901,121.574,34.0,7.8,3507,3,0.3,267.9060169210713,666.06506539924,1,JAPAN
145,2000-07-15 01:30:30.500,JAPAN:  NEAR S COAST HONSHU:  NII-JIMA,34.319,139.26,10.0,6.1,3508,1,0.07,52.696115998107885,52.696115998107885,1,JAPAN
146,2000-07-30 12:25:45.500,JAPAN:  HONSHU:  S,33.901,139.376,10.0,6.5,3509,1,0.14,20.89962137409151,20.89962137409151,1,JAPAN
147,2008-07-19 02:39:28.700,JAPAN:  OFF EAST COAST OF HONSHU ISLAND,37.552,142.214,22.0,6.9,3558,3,0.2,104.08459993562468,135.3210725195337,1,JAPAN
148,2008-09-11 00:20:50.900,JAPAN:  HOKKAIDO,41.892,143.754,25.0,6.8,3589,1,0.09,87.25628161832249,87.25628161832249,1,JAPAN
149,2007-09-02 01:05:18.100,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-11.61,165.762,35.0,7.2,3598,2,0.05,679.8305955393542,733.0988946388317,2,"VANUATU, SOLOMON ISLANDS"
150,2007-12-09 07:28:20.800,KERMADEC ISLANDS,-25.996,-177.514,153.0,7.8,3599,1,0.03,966.0532969985876,966.0532969985876,1,FIJI
151,2003-05-27 17:11:28.800,"ALGERIA:  ALGIERS, BOUMERDES, REGHAIA",36.939,3.578,8.0,5.7,3618,2,0.08,301.393409336997,333.43951257919053,1,SPAIN
152,2006-12-26 12:26:21.100,TAIWAN:  PINGTUNG,21.799,120.547,10.0,7.0,3622,6,0.3,26.82805452587422,648.7095025570635,2,"CHINA, TAIWAN"
153,2008-11-16 17:02:32.700,INDONESIA:  MINAHASSA PENINSULA,1.271,122.091,30.0,7.3,3623,2,0.13,145.28726276406547,460.1869600277263,1,INDONESIA
154,2009-01-03 19:43:50.600,PAPUA NEW GUINEA:  NEAR NORTH COAST,-0.414,132.885,17.0,7.6,3647,22,0.39,142.44935701243782,11523.32555687575,10,"MICRONESIA, FED. STATES OF, PALAU, USA TERRITORY, JAPAN, INDONESIA, USA, MARSHALL ISLANDS, REP. OF, KIRIBATI, VANUATU, RUSSIA"
155,2009-01-15 17:49:39.000,RUSSIA:  KURIL ISLANDS,46.857,155.154,36.0,7.4,3691,10,0.11,431.50280002928946,6387.281033491971,4,"USA, JAPAN, USA TERRITORY, RUSSIA"
156,2009-02-11 17:34:50.800,INDONESIA:  KEPULAUAN TALAUD,3.884,126.397,22.0,7.2,3692,1,0.13,370.61363493504626,370.61363493504626,1,PHILIPPINES
157,2009-03-19 18:17:40.900,TONGA ISLANDS,-23.046,-174.659,34.0,7.6,4312,27,0.15,218.04681918044827,10541.269772547306,12,"NIUE, TONGA, FIJI, COOK ISLANDS, NEW ZEALAND, VANUATU, FRENCH POLYNESIA, USA, ECUADOR, PERU, CHILE, USA TERRITORY"
158,2009-05-28 08:24:45.000,HONDURAS:  NORTHERN; BELIZE,16.72,-86.236,10.0,7.3,4356,1,4.0,239.817122893774,239.817122893774,1,GUATEMALA
159,2009-07-15 09:22:29.000,NEW ZEALAND:  OFF WEST COAST OF SOUTH ISLAND,-45.762,166.562,12.0,7.8,4376,7,0.55,173.68910485797136,1824.342388214426,2,"NEW ZEALAND, AUSTRALIA"
160,2009-08-10 20:07:09.100,JAPAN:  HONSHU:  S COAST,34.743,138.264,40.0,6.4,4418,5,0.6,15.135938874923124,203.38334668731585,1,JAPAN
161,2009-09-29 17:48:10.900,SAMOA ISLANDS,-15.489,-172.095,18.0,8.1,4440,592,22.35,165.4313942348182,10672.038030562657,24,"FRENCH POLYNESIA, TONGA, COOK ISLANDS, SAMOA, USA TERRITORY, FIJI, NEW ZEALAND, VANUATU, KIRIBATI, USA, MICRONESIA, FED. STATES OF, AUSTRALIA, JAPAN, CHILE, RUSSIA, TUVALU, SOLOMON ISLANDS, MEXICO, CANADA, ECUADOR, PERU, ANTARCTICA, WALLIS AND FUTUNA (FRENCH TERRITORY), NEW CALEDONIA"
162,2009-09-30 10:16:09.200,INDONESIA:  SUMATRA:  PADANG,-0.72,99.867,81.0,7.5,4441,1,0.27,65.01527768497003,65.01527768497003,1,INDONESIA
163,2009-10-07 22:03:14.400,VANUATU ISLANDS,-13.006,166.51,45.0,7.6,4442,37,0.29,287.1588690430554,12819.366323580583,15,"VANUATU, USA, USA TERRITORY, PAPUA NEW GUINEA, SOLOMON ISLANDS, FIJI, TUVALU, MARSHALL ISLANDS, REP. OF, TONGA, SAMOA, FRENCH POLYNESIA, MEXICO, AUSTRALIA, CANADA, CHILE"
164,2009-08-16 07:38:21.700,INDONESIA:  SUMATRA:  PADANG,-1.479,99.49,20.0,6.7,4482,1,0.18,112.06854186792148,112.06854186792148,1,INDONESIA
165,2010-01-03 21:48:05.300,SOLOMON ISLANDS,-8.743,157.477,26.0,6.6,4522,1,0.01,282.77787413570667,282.77787413570667,1,SOLOMON ISLANDS
166,2010-01-03 22:36:27.900,SOLOMON ISLANDS,-8.799,157.346,25.0,7.1,4523,50,7.52,9.667419198933,1736.4571521363882,3,"SOLOMON ISLANDS, VANUATU, AUSTRALIA"
167,2010-01-05 12:15:32.200,SOLOMON ISLANDS,-9.019,157.551,15.0,6.8,4542,1,0.03,268.037057421158,268.037057421158,1,SOLOMON ISLANDS
168,2004-02-11 08:15:03.800,"JORDAN:  MA'IN; ISRAEL:  JERUSALEM, PETAH-TIQWA",31.675,35.551,27.0,5.3,4562,1,1.0,11.288389268369944,11.288389268369944,1,ISRAEL
169,2010-01-12 21:53:10.000,HAITI:  PORT-AU-PRINCE,18.457,-72.533,13.0,7.0,4622,22,3.21,14.12278703703525,832.8819561108244,3,"DOMINICAN REPUBLIC, USA TERRITORY, HAITI"
170,2010-02-27 06:34:11.500,"CHILE:  MAULE, CONCEPCION, TALCAHUANO",-36.122,-72.898,22.0,8.8,4682,667,29.0,8.365056659151877,18895.05329045031,23,"CHILE, PERU, ECUADOR, COSTA RICA, USA, FRENCH POLYNESIA, NEW ZEALAND, USA TERRITORY, COOK ISLANDS, MEXICO, TONGA, JAPAN, VANUATU, SAMOA, CANADA, RUSSIA, ANTARCTICA, PHILIPPINES, PAPUA NEW GUINEA, CHINA, EL SALVADOR, COLOMBIA, TAIWAN"
171,2010-03-11 14:39:43.900,CHILE:  RANCAGUA,-34.29,-71.891,11.0,6.9,4722,2,0.14,82.5227696287447,142.12374709405157,1,CHILE
172,2010-04-06 22:15:01.500,INDONESIA:  SUMATRA,2.383,97.048,31.0,7.8,4763,6,0.44,206.32574989927585,1186.4171757351442,2,"INDONESIA, THAILAND"
173,2010-06-12 19:26:50.400,INDIA:  LITTLE NICOBAR ISLAND,7.881,91.936,35.0,7.5,4902,2,0.03,316.28258139441476,1181.6763248817767,2,"SRI LANKA, INDIA"
174,2010-08-10 05:23:44.900,VANUATU ISLANDS,-17.541,168.069,25.0,7.2,5222,1,0.23,34.7002541361299,34.7002541361299,1,VANUATU
175,2010-10-25 14:42:22.000,INDONESIA:  SUMATRA,-3.487,100.082,20.0,7.8,5342,346,16.86,35.42937097990027,5227.052330030669,8,"INDONESIA, AUSTRALIA, MAURITIUS, UK TERRITORY, MALDIVES, SEYCHELLES, SRI LANKA, REUNION (FRENCH TERRITORY)"
176,2010-08-13 21:19:33.000,"GUAM, NORTHERN MARIANA ISLANDS",12.484,141.476,10.0,6.9,5343,1,0.07,551.9860219885968,551.9860219885968,1,USA TERRITORY
177,2010-12-21 17:19:40.600,JAPAN:  BONIN ISLANDS,26.901,143.698,14.0,7.4,5402,4,0.13,1224.3437945356843,1824.8017971786117,2,"JAPAN, USA TERRITORY"
178,2010-12-25 13:16:37.000,VANUATU ISLANDS,-19.702,167.947,16.0,7.3,5403,12,4.1,136.9450851941153,3154.150286066106,3,"VANUATU, FIJI, AUSTRALIA"
179,2011-02-11 20:05:30.700,CHILE:  OFF COAST CENTRAL,-36.474,-73.125,28.0,6.8,5406,1,0.15,24.614590064971768,24.614590064971768,1,CHILE
180,2011-03-09 02:45:20.000,JAPAN:  HONSHU:  E COAST,38.435,142.842,32.0,7.3,5412,24,0.24,114.85302451458116,1259.1993121377582,1,JAPAN
181,2011-03-11 05:46:24.100,JAPAN:  HONSHU,38.297,142.373,29.0,9.1,5413,6034,39.26,68.92513033192681,18255.770651665294,35,"JAPAN, PAPUA NEW GUINEA, KIRIBATI, NAURU, USA, USA TERRITORY, PHILIPPINES, MARSHALL ISLANDS, REP. OF, MICRONESIA, FED. STATES OF, RUSSIA, CANADA, VANUATU, FIJI, CHILE, SOLOMON ISLANDS, NEW ZEALAND, FRENCH POLYNESIA, TONGA, COOK ISLANDS, INDONESIA, MEXICO, PERU, ECUADOR, EL SALVADOR, AUSTRALIA, COSTA RICA, PALAU, SAMOA, PANAMA, ANTARCTICA, BRAZIL, CHINA, NORWAY, NEW CALEDONIA, COLOMBIA"
182,2011-01-09 10:03:44.200,VANUATU ISLANDS,-19.157,168.311,24.0,6.5,5419,1,0.03,155.14852926719217,155.14852926719217,1,VANUATU
183,2011-04-07 14:32:43.200,JAPAN: NEAR E COAST HONSHU,38.276,141.588,42.0,7.1,5429,1,0.08,83.45765986686541,83.45765986686541,1,JAPAN
184,2011-07-06 19:03:18.200,NEW ZEALAND: KERMADEC ISLANDS,-29.539,-176.34,17.0,7.6,5430,24,1.2,153.56416037260954,10317.710794270566,12,"NEW ZEALAND, CHILE, VANUATU, FRENCH POLYNESIA, USA, PHILIPPINES, COOK ISLANDS, MARSHALL ISLANDS, REP. OF, ECUADOR, PERU, FIJI, NEW CALEDONIA"
185,2011-07-10 00:57:10.800,JAPAN:  HONSHU:  E COAST,38.034,143.264,23.0,7.0,5431,3,0.06,171.27663890993213,203.1565338184548,1,JAPAN
186,2011-06-24 03:09:39.400,ALASKA: ALEUTIAN ISLANDS: FOX ISLANDS,52.05,-171.836,52.0,7.3,5432,7,0.1,224.41647706071515,3872.007973397097,2,"USA, USA TERRITORY"
187,2011-08-20 18:19:23.500,VANUATU ISLANDS,-18.311,168.218,28.0,7.0,5436,1,0.15,62.23433032407617,62.23433032407617,1,VANUATU
188,2011-08-20 16:55:02.800,VANUATU ISLANDS,-18.365,168.143,32.0,7.1,5437,4,0.19,69.69854523302803,428.59325988757615,2,"VANUATU, NEW CALEDONIA"
189,2011-09-02 10:55:53.500,ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS,52.171,-171.708,32.0,6.8,5438,1,0.06,168.5892945185104,168.5892945185104,1,USA
190,2011-10-21 17:57:16.100,KERMADEC ISLANDS,-28.993,-176.238,33.0,7.4,5439,3,0.14,164.29265819702584,1881.93572907255,2,"NEW ZEALAND, NEW CALEDONIA"
191,2012-02-02 13:34:40.600,VANUATU ISLANDS,-17.827,167.133,23.0,7.0,5442,1,0.08,124.8045423097031,124.8045423097031,1,VANUATU
192,2012-03-14 09:08:35.100,JAPAN:  HOKKAIDO,40.887,144.944,12.0,6.9,5446,2,0.2,270.5577506366503,290.88821471669155,1,JAPAN
193,2012-03-20 18:02:47.400,"MEXICO:  GUERRERO, OAXACA",16.493,-98.231,20.0,7.4,5447,2,0.2,182.3954277315701,449.33347071723733,1,MEXICO
194,2012-04-11 08:38:36.700,INDONESIA:  N SUMATRA:  OFF WEST COAST,2.327,93.063,20.0,8.6,5449,25,1.08,394.7378730472397,4855.260531857205,11,"MALDIVES, INDONESIA, THAILAND, SRI LANKA, AUSTRALIA, INDIA, SEYCHELLES, MAURITIUS, REUNION (FRENCH TERRITORY), BANGLADESH, MYANMAR (BURMA)"
195,2012-04-11 10:43:10.800,INDONESIA:  N SUMATRA:  OFF WEST COAST,0.802,92.463,25.0,8.2,5450,4,0.22,727.9003596997559,2241.592205193066,4,"INDONESIA, MALDIVES, THAILAND, INDIA"
196,2012-04-14 22:05:26.400,VANUATU ISLANDS,-18.972,168.741,11.0,6.3,5451,1,0.05,264.34355345507663,264.34355345507663,1,NEW CALEDONIA
197,2012-08-27 04:37:19.400,NICARAGUA:  OFF THE COAST,12.139,-88.59,28.0,7.3,5462,37,6.3,116.45769001397451,11108.912184363586,6,"EL SALVADOR, MEXICO, ECUADOR, CHILE, NEW ZEALAND, NICARAGUA"
198,2012-08-31 12:47:33.300,"PHILIPPINES:  CAGAYAN DE ORO, TACLOBAN",10.811,126.638,28.0,7.6,5463,16,0.15,407.2641673892333,6128.3703535285795,5,"PHILIPPINES, PALAU, USA TERRITORY, MICRONESIA, FED. STATES OF, JAPAN"
199,2012-09-05 14:42:07.800,COSTA RICA:  NICOYA,10.085,-85.315,35.0,7.6,5464,2,0.16,1286.7453096608924,1320.2100992025971,1,ECUADOR
200,2012-10-28 03:04:08.900,CANADA:  QUEEN CHARLOTTE ISLANDS,52.788,-132.101,14.0,7.7,5467,166,12.98,3.697208123783008,13498.00747802043,16,"USA, CANADA, JAPAN, TUVALU, NEW ZEALAND, NEW CALEDONIA, FRENCH POLYNESIA, SOLOMON ISLANDS, USA TERRITORY, KIRIBATI, CHILE, SAMOA, PAPUA NEW GUINEA, AUSTRALIA, COOK ISLANDS, VANUATU"
201,2012-11-07 16:35:46.900,"GUATEMALA:  SAN MARCOS, SAN CRISTOBAL COCHU",13.988,-91.895,24.0,7.3,5468,7,0.35,96.18682634661016,6861.078126510606,4,"USA, MEXICO, EL SALVADOR, ECUADOR"
202,2012-12-07 08:18:23.100,JAPAN:  HONSHU:  MIYAGI PREFECTURE,37.89,143.949,31.0,7.2,5469,1,1.0,242.2334774265036,242.2334774265036,1,JAPAN
203,2013-01-05 08:58:19.300,ALASKA:  SOUTHEASTERN,55.393,-134.652,10.0,7.5,5472,6,1.5,95.0401870677814,329.5119975613782,2,"USA, CANADA"
204,2013-02-06 01:12:25.800,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-10.799,165.114,24.0,7.9,5476,95,11.0,70.64681625658567,13136.39149080401,24,"VANUATU, NEW CALEDONIA, SOLOMON ISLANDS, PAPUA NEW GUINEA, KIRIBATI, FIJI, SAMOA, USA TERRITORY, MICRONESIA, FED. STATES OF, NEW ZEALAND, AUSTRALIA, TONGA, USA, JAPAN, FRENCH POLYNESIA, ECUADOR, PERU, CHILE, COSTA RICA, MEXICO, RUSSIA, PHILIPPINES, MARSHALL ISLANDS, REP. OF, CANADA"
205,2013-02-08 15:26:38.400,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-10.928,166.018,21.0,7.0,5477,1,0.09,32.91966948445884,32.91966948445884,1,SOLOMON ISLANDS
206,2013-07-21 05:09:31.400,NEW ZEALAND:  COOK STRAIT,-41.704,174.337,17.0,6.5,5491,2,0.07,59.27305134891407,94.63493251324113,1,NEW ZEALAND
207,2013-09-24 11:29:48.000,"PAKISTAN:  AWARAN, KECH",26.951,65.501,15.0,7.7,5506,10,0.57,167.77649631544202,782.9742683375888,3,"IRAN, INDIA, OMAN"
208,2013-08-16 02:31:05.800,"NEW ZEALAND:  WELLINGTON, MARLBOROUGH",-41.734,174.152,8.0,6.5,5519,2,0.08,72.18809496073311,84.07310906279919,1,NEW ZEALAND
209,2013-10-25 17:10:19.700,JAPAN:  HONSHU:  E COAST,37.156,144.661,35.0,7.1,5533,8,0.4,306.2019424689361,1235.0528551769623,2,"JAPAN, RUSSIA"
210,2013-11-17 09:04:55.500,SCOTIA SEA:  SOUTH ORKNEY ISLANDS,-60.274,-46.401,10.0,7.7,5534,2,0.15,748.8234857319853,893.8351117494539,2,"UK TERRITORY, ANTARCTICA"
211,2014-03-16 21:16:29.600,CHILE:  IQUIQUE,-19.981,-70.702,20.0,6.7,5555,7,0.26,63.02194178276552,1189.6290305401374,2,"CHILE, PERU"
212,2014-04-01 23:46:47.300,"CHILE:  NORTHERN:  IQUIQUE, ALTO HOSPICIO",-19.61,-70.769,25.0,8.2,5557,195,4.63,58.262191691146256,17249.138492051115,18,"CHILE, PERU, FRENCH POLYNESIA, USA, NEW ZEALAND, USA TERRITORY, JAPAN, SAMOA, VANUATU, MEXICO, SOLOMON ISLANDS, TONGA, NEW CALEDONIA, AUSTRALIA, ECUADOR, CANADA, FIJI, COSTA RICA"
213,2014-04-03 02:43:13.100,CHILE:  NORTHERN:  IQUIQUE,-20.571,-70.493,22.0,7.7,5558,5,0.74,40.16972161080638,1042.436393162752,1,CHILE
214,2014-04-12 20:14:39.300,SOLOMON ISLANDS,-11.27,162.148,23.0,7.6,5559,5,0.05,403.9223145050983,1280.1820125230622,4,"SOLOMON ISLANDS, PAPUA NEW GUINEA, VANUATU, NEW CALEDONIA"
215,2014-04-13 12:36:19.200,SOLOMON ISLANDS,-11.463,162.051,39.0,7.4,5560,9,0.16,321.36228636609167,1264.3458401710195,4,"NEW CALEDONIA, SOLOMON ISLANDS, PAPUA NEW GUINEA, VANUATU"
216,2014-04-18 14:27:24.900,MEXICO:  GUERRERO; MEXICO CITY,17.397,-100.972,24.0,7.2,5563,3,0.43,67.64158909248052,141.39900177963432,1,MEXICO
217,2014-04-19 13:28:00.800,PAPUA NEW GUINEA:  SOLOMON SEA,-6.755,155.024,43.0,7.5,5564,1,0.11,153.23425903641422,153.23425903641422,1,SOLOMON ISLANDS
218,2014-06-23 20:53:09.700,ALASKA:  ALEUTIAN ISLANDS,51.849,178.735,109.0,7.9,5571,20,0.17,65.48726542709568,4049.461236610979,3,"USA, USA TERRITORY, CANADA"
219,2014-06-23 19:19:15.900,KERMADEC ISLANDS: SSE OF RAOUL ISLAND,-29.977,-177.725,20.0,6.9,5572,5,0.13,78.9823137840291,2731.6467159141475,2,"NEW ZEALAND, SOLOMON ISLANDS"
220,2014-07-11 19:22:00.800,JAPAN:  SANRIKU,37.005,142.453,20.0,6.5,5574,3,0.2,166.52449652039564,358.9681367605353,1,JAPAN
221,2014-07-25 10:54:50.400,ALASKA:  SOUTHEASTERN,58.335,-136.971,10.0,6.0,5575,1,0.08,38.88508574237891,38.88508574237891,1,USA
222,2014-10-09 02:14:31.400,CHILE: EASTER ISLAND REGION,-32.108,-110.811,17.0,7.0,5577,5,0.47,565.1423056700111,3812.3179109164657,2,"CHILE, FRENCH POLYNESIA"
223,2015-02-16 23:06:28.300,JAPAN:  HONSHU,39.856,142.881,23.0,6.7,5580,3,0.27,80.28570682128249,173.52358288305786,1,JAPAN
224,2015-03-29 23:48:31.000,PAPUA NEW GUINEA,-4.729,152.562,41.0,7.5,5581,2,0.5,70.46584510396968,478.2215810581751,2,"SOLOMON ISLANDS, PAPUA NEW GUINEA"
225,2015-02-19 13:18:32.800,VANUATU ISLANDS,-16.431,168.148,10.0,6.4,5582,1,8.0,9.29435577272855,9.29435577272855,1,VANUATU
226,2015-07-18 02:27:33.800,SOLOMON ISLANDS,-10.401,165.141,11.0,7.0,5588,3,0.09,80.51911450077783,1186.1801246948069,2,"NEW CALEDONIA, SOLOMON ISLANDS"
227,2015-07-10 04:12:42.500,SOLOMON ISLANDS,-9.307,158.403,12.0,6.7,5589,1,0.01,171.01181906321173,171.01181906321173,1,SOLOMON ISLANDS
228,2015-09-16 22:54:32.900,CHILE:  CENTRAL,-31.573,-71.674,22.0,8.3,5590,1109,13.6,18.170302694316348,18385.379869123448,24,"VANUATU, CHILE, ECUADOR, USA, MEXICO, COSTA RICA, AUSTRALIA, FRENCH POLYNESIA, USA TERRITORY, NEW ZEALAND, NEW CALEDONIA, JAPAN, TONGA, PERU, SOLOMON ISLANDS, PANAMA, SAMOA, CANADA, RUSSIA, FIJI, EL SALVADOR, COOK ISLANDS, PHILIPPINES, KIRIBATI"
229,2015-07-27 04:49:46.400,ALASKA,52.376,-169.446,29.0,6.9,5591,2,0.08,73.89979218219743,322.7130730968877,1,USA
230,2015-11-11 01:54:38.600,CHILE:  LA SERENA,-29.507,-72.007,12.0,6.9,5592,2,0.55,81.45198401729627,138.4506402459985,1,CHILE
231,2015-11-13 20:51:31.000,JAPAN:  KYUSYU ISLAND,31.001,128.873,12.0,6.7,5593,1,0.3,158.40173156939684,158.40173156939684,1,JAPAN
232,2015-11-17 07:10:07.300,"GREECE:  LEFKADA, KEFALONIA, ITHACA",38.67,20.6,11.0,6.5,5594,1,0.15,303.66460519409964,303.66460519409964,1,ITALY
233,2016-03-02 12:49:48.100,INDONESIA: SUMATRA:,-4.952,94.33,24.0,7.8,5598,9,0.21,673.3970478963299,2814.5586559466783,3,"INDONESIA, AUSTRALIA, THAILAND"
234,2016-04-16 23:58:37.000,"ECUADOR:  NEAR WEST COAST: MANABI, ESMERALDAS",0.382,-79.922,21.0,7.8,5599,6,0.6,73.06071814538204,1163.3442579480152,2,"ECUADOR, COSTA RICA"
235,2016-08-12 01:26:36.300,NEW CALEDONIA:  LOYALTY ISLANDS,-22.477,173.117,16.0,7.2,5604,1,0.19,516.2592101269163,516.2592101269163,1,VANUATU
236,2016-09-01 16:37:57.300,NEW ZEALAND:  GISBORNE,-37.359,179.146,19.0,7.0,5606,4,0.21,89.8720773179251,351.3149358275426,1,NEW ZEALAND
237,2014-10-14 03:51:34.500,EL SALVADOR:  GULF OF FONSECA,12.526,-88.123,40.0,7.3,5607,1,0.02,95.25343481902674,95.25343481902674,1,EL SALVADOR
238,2001-10-12 05:02:34.000,CANADA:  QUEEN CHARLOTTE ISLANDS,52.63,-132.2,20.0,6.1,5609,4,0.11,372.91590696922174,652.6809829211176,1,CANADA
239,2016-11-13 11:02:56.300,NEW ZEALAND:  AMBERLEY,-42.737,173.054,15.0,7.8,5613,15,6.5,44.56964177017696,868.3388433676174,1,NEW ZEALAND
240,2016-11-21 20:59:49.300,JAPAN: NEAR E COAST HONSHU,37.393,141.387,9.0,6.9,5618,43,1.44,61.31868998427176,3961.811931526785,3,"JAPAN, USA TERRITORY, RUSSIA"
241,2016-11-24 18:43:47.700,NICARAGUA,11.91,-88.897,10.0,6.9,5620,3,0.08,179.89744252258632,794.4208468752851,2,"EL SALVADOR, PANAMA"
242,2016-12-08 17:38:46.300,SOLOMON ISLANDS,-10.681,161.327,40.0,7.8,5630,12,0.43,204.4412066850431,1384.4604794578988,4,"SOLOMON ISLANDS, VANUATU, PAPUA NEW GUINEA, NEW CALEDONIA"
243,2016-12-09 19:10:06.800,SOLOMON ISLANDS,-10.749,161.132,20.0,6.9,5632,5,0.05,627.338703361787,1303.3407835218811,3,"NEW CALEDONIA, VANUATU, PAPUA NEW GUINEA"
244,2016-12-17 10:51:10.500,PAPUA NEW GUINEA:  NEW BRITAIN NEW IRELAND,-4.505,153.522,95.0,7.9,5636,5,0.08,400.9996621286184,2398.993387039167,3,"SOLOMON ISLANDS, PAPUA NEW GUINEA, NEW CALEDONIA"
245,2016-12-25 14:22:27.000,CHILE,-43.406,-73.941,38.0,7.6,5637,4,0.44,56.86343115593739,314.25766923838614,1,CHILE
246,2017-01-03 21:52:30.700,FIJI ISLANDS,-19.373,176.052,12.0,6.9,5639,2,0.07,285.1948058966777,712.734369340531,2,"FIJI, VANUATU"
247,1996-09-05 23:42:06.000,TAIWAN REGION,21.898,121.498,20.0,6.8,5641,3,0.11,103.25700064954954,334.5994278064717,1,TAIWAN
248,2017-01-22 04:30:23.000,PAPUA NEW GUINEA:  BOUGAINVILLE ISLAND,-6.246,155.172,135.0,7.9,5642,1,0.04,145.4372328813112,145.4372328813112,1,SOLOMON ISLANDS
